P(Gpa),T©,Fe2O3 value,converted,FeO value,SiO2 value,TiO2 value,Al2O3 value,Feo total,MnO value,MgO value,CaO value,Na2O value,K2O value,SiO2 value,TiO2 value,Al2O3 value,FeO value,MnO value,MgO value,CaO value,Na2O value,K2O value,H2O value
0.800000012,1065,,0,7.900000095,45.20000076,0.709999979,12.39999962,7.900000095,0.090000004,17,11.10000038,2.069999933,0.209999993,57.20000076,0.569999993,17.10000038,6.800000191,0.140000001,4.980000019,8.850000381,1.210000038,0.289999992,
0.800000012,1045,,0,8.199999809,44.40000153,0.699999988,12.89999962,8.199999809,0.100000001,16.5,11.30000019,2.339999914,0.25,59.09999847,0.389999986,19.70000076,5.860000134,0.140000001,3.690000057,8.220000267,2.24000001,0.720000029,
0.398799986,949,,0,12.19999981,41.90000153,1.75,12.89999962,12.19999981,0.219999999,13.39999962,11.5,2.150000095,0.330000013,61.70000076,0.629999995,17.60000038,7.300000191,0.200000003,1.850000024,6.400000095,3.130000114,1.210000038,8.199999809
0.398799986,949,,0,15,42,2.650000095,12.19999981,15,0.310000002,12.19999981,10.69999981,2.309999943,0.370000005,62.09999847,0.579999983,17.60000038,7.119999886,0.200000003,1.639999986,5.75,3.480000019,1.529999971,6.800000191
0.426999986,1000,,0,11.5,42.79999924,2.319999933,13.10000038,11.5,0.180000007,13.60000038,10.80000019,2.329999924,0.379999995,56.40000153,0.850000024,18.70000076,8.359999657,0.039999999,3.519999981,7.440000057,3.74000001,0.939999998,6.800000191
0.400200009,945,,0,12.5,42.59999847,1.850000024,13.19999981,12.5,0.280000001,13.60000038,11.30000019,2.140000105,0.349999994,61.09999847,0.550000012,19.5,5.320000172,0.200000003,1.710000038,7.53000021,2.920000076,1.110000014,8.199999809
0.400200009,945,,0,12.19999981,43.79999924,1.870000005,11.89999962,12.19999981,0.140000001,14.10000038,11.19999981,2.170000076,0.330000013,64.5,0.460000008,18,5.110000134,0.189999998,1.49000001,5.619999886,3.170000076,1.470000029,6.900000095
0.404799998,995,,0,11.5,43,2.00999999,12.89999962,11.5,0.159999996,14.80000019,11.19999981,2.220000029,0.319999993,56.90000153,0.779999971,18.89999962,7.650000095,0.150000006,3.5,8.300000191,3.210000038,0.589999974,6.400000095
0.300000012,760,,0,21.09000015,39.09999847,2.849999905,10.31000042,21.09000015,2.809999943,5.179999828,10.44999981,2.930000067,1.75,59.09999847,0.25,22.72999954,1.75999999,0.340000004,0.109999999,0.74000001,9.050000191,5.900000095,
0.180000007,975,,0,8.100000381,46.40000153,1.389999986,10.60000038,8.100000381,,17.39999962,11.42000008,2,0.379999995,60.90000153,0.670000017,16.5,3.680000067,,1.899999976,4.659999847,5.199999809,1.779999971,5.099999905
0.171700001,950,,0,10.53999996,45.5,2.109999895,10.30000019,10.53999996,,16,11.23999977,1.899999976,0.379999995,63.29999924,0.370000005,15.30000019,2.200000048,,1,3.069999933,4.400000095,2.319999933,5.099999905
0.145500004,950,,0,9.960000038,44.59999847,1.679999948,12.19999981,9.960000038,,15.60000038,11.17000008,2.099999905,0.370000005,63.09999847,0.629999995,15.5,2.650000095,,1.100000024,3.349999905,3.900000095,2.269999981,4.5
0.101000004,950,,0,9.31000042,44.90000153,1.669999957,12,9.31000042,,16,11.26000023,2.099999905,0.389999986,68.19999695,0.469999999,14,2.140000105,,0.699999988,2.450000048,3.099999905,2.74000001,3.700000048
0.248199999,935,,0,7.619999886,45.40000153,1.49000001,10.19999981,7.619999886,,17.10000038,11.23999977,2.099999905,0.400000006,59.90000153,0.340000004,15.5,1.75,,1.399999976,4.329999924,3.700000048,1.730000019,6.099999905
0.285100013,900,,0,8.699999809,44.90000153,1.549999952,10.89999962,8.699999809,,16.60000038,11.18000031,2.099999905,0.400000006,58.70000076,0.50999999,15.5,3.00999999,,1.600000024,4.480000019,3.5,1.629999995,6.599999905
0.302700013,1000,,0,9.050000191,42.90000153,1.50999999,12.19999981,9.050000191,,16.20000076,10.97000027,2.420000076,0.409999996,53,0.50999999,16.70000076,4.840000153,,3.400000095,5.159999847,3.799999952,1.289999962,6.400000095
0.249599993,1000,,0,8.880000114,42.79999924,1.74000001,11.89999962,8.880000114,,16.39999962,11.11999989,2.440000057,0.400000006,52.20000076,0.49000001,16.70000076,4.949999809,,3.400000095,6.570000172,3.900000095,1.190000057,5.800000191
0.222000003,975,,0,7.71999979,42.90000153,1.570000052,11.89999962,7.71999979,,17.29999924,11.5,2.299999952,0.310000002,56.20000076,0.330000013,17.39999962,2.930000067,,2.200000048,5,3.099999905,1.440000057,5.300000191
0.280600011,950,,0,9.390000343,43.40000153,1.590000033,12.30000019,9.390000343,,16.20000076,10.98999977,2.400000095,0.370000005,56.79999924,0.319999993,17.70000076,3.00999999,,2.400000095,5.320000172,3.299999952,1.409999967,6
0.200000003,980,,0,11.80000019,43,3.160000086,11.80000019,11.80000019,0.119999997,14.39999962,11.10000038,2.440000057,0.419999987,60.20000076,0.839999974,17.89999962,6.320000172,0.119999997,2.420000076,5.960000038,4.210000038,1.649999976,
0.200000003,965,,0,13.39999962,43.5,2.789999962,11.30000019,13.39999962,0.159999996,13.80000019,10.80000019,2.309999943,0.409999996,61.59999847,0.670000017,17.79999924,5.809999943,0.129999995,2.069999933,5.519999981,4.329999924,1.720000029,
0.200000003,945,,0,13.89999962,43.29999924,2.710000038,10.80000019,13.89999962,0.209999993,13.5,10.5,2.339999914,0.370000005,62.5,0.569999993,17.60000038,5.380000114,0.129999995,1.909999967,5.179999828,4.53000021,1.830000043,
0.200000003,920,,0,14.69999981,43.79999924,2.549999952,11,14.69999981,0.209999993,12.80000019,10.60000038,2.299999952,0.419999987,64.40000153,0.449999988,17.39999962,4.769999981,0.129999995,1.370000005,4.489999771,4.639999866,2.059999943,
0.200000003,905,,0,17,41.59999847,3.619999886,11.5,17,0.360000014,11.80000019,10,2.49000001,0.400000006,68.30000305,0.300000012,16.20000076,3.730000019,0.109999999,0.860000014,3.339999914,4.590000153,2.349999905,
